result_id,event_title,edition_id,sport
62710,"1,500 metres, Men",21,Athletics
133294,"Super-Heavyweight, Freestyle (≤130 kilograms), Men",25,Wrestling
70513,"Individual All-Around, Men",21,Artistic Gymnastics
114689,"Épée, Individual, Men",24,Fencing
70905,"Floor Exercise, Women",26,Artistic Gymnastics
313006,"Individual All-Around, Men",54,Artistic Gymnastics
110989,"Sabre, Team, Men",22,Fencing
47711,"Doubles, Men",24,Table Tennis
18000780,"Team, Mixed",61,Judo
70651,"Floor Exercise, Men",23,Artistic Gymnastics
261408,"Air Pistol, 10 metres, Women",53,Shooting
355496,"Featherweight, Greco-Roman (≤59 kilograms), Men",59,Wrestling
8898,"4 x 100 metres Freestyle Relay, Men",26,Swimming
51778,"Air Pistol, 10 metres, Men",22,Shooting
52040,"Double Trap, Women",26,Shooting
256409,"Kayak Singles, 500 metres, Women",26,Canoe Sprint
65213,"Shot Put, Women",24,Athletics
159262,"Coxed Fours, Men",23,Rowing
322000,"400 metres Freestyle, Men",54,Swimming
37404,"Volleyball, Men",22,Volleyball
8740,"50 metres Freestyle, Men",26,Swimming
900722,"Finweight (≤ 43 kilograms), Women",22,Taekwondo
70790,"Rings, Men",25,Artistic Gymnastics
8255,"200 metres Butterfly, Women",24,Swimming
318000,"Individual, Women",54,Rhythmic Gymnastics
159120,"Double Sculls, Women",22,Rowing
261376,"Air Pistol, 10 metres, Men",53,Shooting
259970,"Parallel Bars, Men",53,Artistic Gymnastics
308019,"Team Sprint, Women",54,Cycling Track
19000846,"Discus Throw, Women",61,Athletics
353683,"Horse Vault, Women",59,Artistic Gymnastics
19016100,"Kayak Singles, 200 metres, Men",61,Canoe Sprint
8207,"100 metres Backstroke, Women",24,Swimming
8352,"100 metres Freestyle, Men",25,Swimming
256204,"Kayak Singles, 500 metres, Men",25,Canoe Sprint
321052,"Trap, Men",54,Shooting
51950,"Trap, Men",25,Shooting
18000743,"Air Pistol, 10 metres, Women",61,Shooting
261292,"One Person Dinghy (Laser Radial), Women",53,Sailing
55011,"Individual, Women",26,Trampolining
255981,"Kayak Fours, 1,000 metres, Men",23,Canoe Sprint
65353,"400 metres, Men",25,Athletics
358444,"Team, Open",59,Equestrian Jumping
19010000,"Rugby Sevens, Men",61,Rugby Sevens
7158,"800 metres Freestyle, Women",21,Swimming
10765,"Two Person Dinghy (470), Women",25,Sailing
357259,"200 metres Breaststroke, Women",59,Swimming
19009590,"Heavyweight, Freestyle (≤97 kilograms), Men",61,Wrestling
29834,"Middleweight (≤75 kilograms), Men",21,Weightlifting
63682,"100 metres, Women",22,Athletics
63098,"100 metres Hurdles, Women",21,Athletics
255782,"Kayak Fours, 500 metres, Women",21,Canoe Sprint
357450,"Foil, Individual, Men",59,Fencing
8264,"200 metres Individual Medley, Women",24,Swimming
259050,"Platform, Men",53,Diving
257183,"400 metres, Men",53,Athletics
131866,"Super-Heavyweight, Greco-Roman (≤130 kilograms), Men",23,Wrestling
258199,"Light-Flyweight (≤48 kilograms), Men",53,Boxing
159648,"Single Sculls, Women",25,Rowing
263178,"Lightweight, Freestyle (≤60 kilograms), Men",53,Wrestling
66577,"Long Jump, Women",26,Athletics
301000,"Team, Men",54,Archery
261487,"100 metres Freestyle, Men",53,Swimming
6986,"400 metres Freestyle, Men",21,Swimming
52000,"Small-Bore Rifle, Three Positions, 50 metres, Men",26,Shooting
6835,"4 x 200 metres Freestyle Relay, Men",20,Swimming
18000087,"Park, Women",61,Cycling BMX Freestyle
320042,"One Person Dinghy (Laser), Men",54,Sailing
65799,"20 kilometres Race Walk, Women",25,Athletics
258910,"Individual Pursuit, 4000 metres, Men",53,Cycling Track
62530,"4 x 400 metres Relay, Women",20,Athletics
19002074,"Super-Heavyweight (>109 kilograms), Men",61,Weightlifting
257631,"Marathon, Women",53,Athletics
65488,"Pole Vault, Men",25,Athletics
66488,"10,000 metres, Women",26,Athletics
133464,"Welterweight, Greco-Roman (≤69 kilograms), Men",25,Wrestling
159347,"Single Sculls, Men",24,Rowing
19009163,"Team All-Around, Women",61,Artistic Gymnastics
52006,"Running Target, 10 metres, Men",26,Shooting
19012042,"Football, Women",61,Football
19002318,"Platform, Women",61,Diving
154674,"1,000 metres Time Trial, Men",23,Cycling Track
51899,"Trap, Men",24,Shooting
7527,"100 metres Breaststroke, Women",22,Swimming
261390,"Small-Bore Rifle, Prone, 50 metres, Men",53,Shooting
51968,"Small-Bore Rifle, Three Positions, 50 metres, Women",25,Shooting
31000,"Beach Volleyball, Men",24,Beach Volleyball
155047,"Cross-Country, Women",25,Cycling Mountain Bike
30005,"Lightweight (≤67½ kilograms), Men",23,Weightlifting
27375,"Light-Flyweight (≤48 kilograms), Men",26,Boxing
8120,"4 x 200 metres Freestyle Relay, Men",24,Swimming
30386,"Lightweight (≤58 kilograms), Women",26,Weightlifting
356868,"Sprint, Women",59,Cycling Track
321031,"Small-Bore Rifle, Prone, 50 metres, Men",54,Shooting
261759,"100 metres Breaststroke, Women",53,Swimming
54225,"Platform, Women",20,Diving
260363,"Half-Middleweight (≤81 kilograms), Men",53,Judo
19008838,"One Person Dinghy (Laser Radial), Women",61,Sailing
63330,"800 metres, Men",22,Athletics
19016685,"Épée, Team, Men",61,Fencing
64777,"20 kilometres Race Walk, Men",24,Athletics
51938,"Small-Bore Rifle, Prone, 50 metres, Men",25,Shooting
256253,"Canadian Singles, 1,000 metres, Men",25,Canoe Sprint
258961,"Cross-Country, Men",53,Cycling Mountain Bike
51983,"Air Pistol, 10 metres, Men",26,Shooting
66611,"Shot Put, Women",26,Athletics
260100,"Hockey, Men",53,Hockey
66290,"Decathlon, Men",26,Athletics
307077,"Kayak Doubles, 200 metres, Men",54,Canoe Sprint
261330,"Multihull (Tornado), Open",53,Sailing
351352,"Welterweight (≤80 kilograms), Men",59,Taekwondo
352522,"Individual, Women",59,Modern Pentathlon
19005990,"Welterweight (64-69 kilograms), Women",61,Boxing
29978,"Flyweight (≤52 kilograms), Men",23,Weightlifting
34742,"Handball, Men",22,Handball
359099,"4 x 100 metres Relay, Women",59,Athletics
900936,"Paleta Cuero, Doubles (frontón 36 metres), Men",23,Basque pelota
66080,"1,500 metres, Men",26,Athletics
18000920,"Extra-Lightweight (≤60 kilograms), Men",61,Judo
51749,"Small-Bore Rifle, Prone, 50 metres, Open",20,Shooting
16416,"Open Class, Men",21,Judo
260781,"Middleweight (≤70 kilograms), Women",53,Judo
66448,"400 metres, Women",26,Athletics
185428,"Team, Open",23,Equestrian Jumping
50252,"Team, Men",23,Modern Pentathlon
8216,"200 metres Backstroke, Women",24,Swimming
256337,"Kayak Doubles, 500 metres, Men",26,Canoe Sprint
10417,"Three Person Keelboat (Soling), Open",23,Sailing
104717,"Sabre, Team, Men",20,Fencing
259964,"Floor Exercise, Men",53,Artistic Gymnastics
26829,"Middleweight (≤75 kilograms), Men",24,Boxing
396351,"Water Polo, Women",59,Water Polo
322120,"100 metres Backstroke, Women",54,Swimming
353896,"Synchronized Springboard, Women",59,Diving
258310,"Featherweight (≤57 kilograms), Men",53,Boxing
19005016,"Sprint, Women",61,Cycling Track
11117,"One Person Dinghy (Laser), Open",26,Sailing
19000040,"400 metres Freestyle, Men",61,Swimming
159234,"Coxed Pairs, Men",23,Rowing
19002355,"Synchronized Platform, Women",61,Diving
159028,"Double Sculls, Men",22,Rowing
63901,"Heptathlon, Women",22,Athletics
19008813,"Windsurfer (Neil Pryde RS:X), Women",61,Sailing
353385,"Doubles, Women",59,Tennis
51997,"Small-Bore Rifle, Prone, 50 metres, Men",26,Shooting
50207,"Individual, Men",21,Modern Pentathlon
261076,"Single Sculls, Women",53,Rowing
48003,"Singles, Men",25,Table Tennis
70558,"Team All-Around, Women",21,Artistic Gymnastics
185328,"Team, Open",20,Equestrian Jumping
19000054,"1,500 metres Freestyle, Men",61,Swimming
51816,"Air Rifle, 10 metres, Women",22,Shooting
19008455,"Coxless Pairs, Men",61,Rowing
64187,"Triple Jump, Men",23,Athletics
19005200,"Singles, Men",61,Badminton
395720,"Small-Bore Rifle, Prone, 50 metres, Men",59,Shooting
62252,"10,000 metres, Men",20,Athletics
19475,"Heavyweight (>100 kilograms), Men",26,Judo
158811,"Coxless Pairs, Men",20,Rowing
19000480,"20 kilometres Race Walk, Men",61,Athletics
261311,"One Person Dinghy (Laser), Men",53,Sailing
18204,"Half-Middleweight (≤61 kilograms), Women",24,Judo
19000475,"4 × 400 metres Relay, Men",61,Athletics
319040,"Lightweight Coxless Fours, Men",54,Rowing
261533,"100 metres Backstroke, Men",53,Swimming
322358,"4 x 100 metres Medley Relay, Women",54,Swimming
159042,"Quadruple Sculls, Men",22,Rowing
29713,"Bantamweight (≤56 kilograms), Men",20,Weightlifting
30224,"Super-Heavyweight (>105 kilograms), Men",25,Weightlifting
321003,"Air Pistol, 10 metres, Men",54,Shooting
357120,"400 metres Individual Medley, Men",59,Swimming
18338,"Heavyweight (>72 kilograms), Women",24,Judo
116887,"Foil, Individual, Men",26,Fencing
159776,"Coxless Fours, Men",26,Rowing
65196,"Triple Jump, Women",24,Athletics
305074,"Bantamweight (≤56 kilograms), Men",54,Boxing
70505,"Floor Exercise, Women",20,Artistic Gymnastics
65083,"800 metres, Women",24,Athletics
302314,"400 metres Hurdles, Women",54,Athletics
18000690,"Olympic Distance, Men",61,Triathlon
900602,"Bantamweight (≤ 58 kilograms), Men",22,Taekwondo
304193,"Doubles, Women",54,Badminton
185354,"Team, Open",21,Equestrian Dressage
322239,"200 metres Backstroke, Men",54,Swimming
303046,"Basketball, Women",54,Basketball
15917,"Middleweight (≤86 kilograms), Men",20,Judo
332184,"Light-Heavyweight, Greco-Roman (≤84 kilograms), Men",54,Wrestling
64255,"Javelin Throw, Men",23,Athletics
19002083,"Flyweight (≤49 kilograms), Women",61,Weightlifting
313009,"Individual All-Around, Women",54,Artistic Gymnastics
19000663,"100 metres, Women",61,Athletics
19002500,"Individual, Men",61,Modern Pentathlon
8171,"100 metres Freestyle, Women",24,Swimming
257606,"800 metres, Women",53,Athletics
155124,"Madison, Men",26,Cycling Track
159400,"Coxless Pairs, Men",24,Rowing
116054,"Foil, Team, Men",25,Fencing
901077,"Welterweight (≤76 kilograms), Men",23,Taekwondo
255663,"Kayak Singles, 500 metres, Women",20,Canoe Sprint
185457,"Individual, Open",24,Equestrian Jumping
154996,"Madison, Men",25,Cycling Track
395700,"Air Pistol, 10 metres, Men",59,Shooting
258572,"Baseball, Men",53,Baseball
19006326,"Kayak Singles, Slalom, Women",61,Canoe Slalom
356633,"Super-Heavyweight (>91 kilograms), Men",59,Boxing
263499,"Lightweight, Freestyle (≤55 kilograms), Women",53,Wrestling
63753,"3,000 metres, Women",22,Athletics
155011,"Sprint, Women",25,Cycling Track
6790,"200 metres Backstroke, Men",20,Swimming
259055,"Synchronized Platform, Men",53,Diving
258347,"Lightweight (≤60 kilograms), Men",53,Boxing
258763,"Kayak Doubles, 500 metres, Men",53,Canoe Sprint
27337,"Heavyweight (≤91 kilograms), Men",25,Boxing
132454,"Light-Flyweight, Greco-Roman (≤48 kilograms), Men",24,Wrestling
10744,"Windsurfer (Mistral), Women",25,Sailing
263224,"Welterweight, Freestyle (≤66 kilograms), Men",53,Wrestling
63403,"3,000 metres Steeplechase, Men",22,Athletics
10080,"Three Person Keelboat (Soling), Open",20,Sailing
39019,"Water Polo, Women",26,Water Polo
30242,"Featherweight (≤53 kilograms), Women",25,Weightlifting
19008905,"Multihull (Nacra 17), Mixed",61,Sailing
158840,"Coxed Fours, Men",20,Rowing
65142,"10 kilometres Race Walk, Women",24,Athletics
354430,"Extra-Lightweight (≤60 kilograms), Men",59,Judo
65878,"Triple Jump, Women",25,Athletics
261726,"800 metres Freestyle, Women",53,Swimming
901262,"Changquan, Women",53,Wushu
65470,"High Jump, Men",25,Athletics
132070,"Featherweight, Freestyle (≤62 kilograms), Men",24,Wrestling
255688,"Kayak Singles, 1,000 metres, Men",21,Canoe Sprint
185467,"Individual, Open",25,Equestrian Eventing
52043,"Skeet, Women",26,Shooting
18000566,"Team, Men",61,Archery
158900,"Single Sculls, Men",21,Rowing
64730,"10,000 metres, Men",24,Athletics
258777,"Kayak Fours, 1,000 metres, Men",53,Canoe Sprint
11033,"One Person Dinghy (Europe), Women",26,Sailing
70483,"Horizontal Bar, Men",20,Artistic Gymnastics
132777,"Middleweight, Greco-Roman (≤82 kilograms), Men",24,Wrestling
30169,"Featherweight (≤62 kilograms), Men",25,Weightlifting
313024,"Horse Vault, Men",54,Artistic Gymnastics
70907,"Horse Vault, Women",26,Artistic Gymnastics
259064,"Synchronized Springboard, Women",53,Diving
19000331,"4 x 100 metres Medley Relay, Mixed",61,Swimming
19003870,"Singles, Men",61,Table Tennis
40957,"Team, Men",24,Archery
355680,"Heavyweight, Greco-Roman (≤98 kilograms), Men",59,Wrestling
900503,"Half-Lightweight (≤52 kilograms), Women",22,Judo
26274,"Light-Welterweight (≤63.5 kilograms), Men",23,Boxing
256382,"Canadian Doubles, 1,000 metres, Men",26,Canoe Sprint
154642,"Points Race, Men",22,Cycling Track
258920,"Points Race, Men",53,Cycling Track
302536,"Decathlon, Men",54,Athletics
19125,"Extra-Lightweight (≤60 kilograms), Men",26,Judo
154447,"100 kilometres Team Time Trial, Men",20,Cycling Road
134218,"Super-Heavyweight, Greco-Roman (≤120 kilograms), Men",26,Wrestling
32570,"Basketball, Men",21,Basketball
70537,"Horse Vault, Men",21,Artistic Gymnastics
19672,"Half-Middleweight (≤63 kilograms), Women",26,Judo
19005674,"Lightweight (57-63 kilograms), Men",61,Boxing
901022,"Finweight (≤ 50 kilograms), Men",23,Taekwondo
43518,"Duet, Women",23,Artistic Swimming
900387,"Windsurfer (Windsurfer), Women",21,Sailing
26755,"Welterweight (≤67 kilograms), Men",24,Boxing
263453,"Flyweight, Freestyle (≤48 kilograms), Women",53,Wrestling
62732,"10,000 metres, Men",21,Athletics
7582,"4 x 100 metres Freestyle Relay, Women",22,Swimming
305185,"Light-Welterweight (≤64 kilograms), Men",54,Boxing
7505,"100 metres Backstroke, Women",22,Swimming
155136,"Individual Time Trial, Men",26,Cycling Road
66131,"20 kilometres Race Walk, Men",26,Athletics
900642,"Lightweight (≤ 70 kilograms), Men",22,Taekwondo
19000560,"Hammer Throw, Men",61,Athletics
10365,"Two Person Dinghy (470), Women",23,Sailing
70821,"Floor Exercise, Women",25,Artistic Gymnastics
159589,"Coxless Pairs, Men",25,Rowing
63360,"5,000 metres, Men",22,Athletics
257024,"Team, Men",53,Archery
321006,"Air Pistol, 10 metres, Women",54,Shooting
10568,"One Person Dinghy (Laser), Open",24,Sailing
354091,"Coxless Pairs, Women",59,Rowing
8629,"100 metres Breaststroke, Women",25,Swimming
19002290,"Springboard, Women",61,Diving
257575,"200 metres, Women",53,Athletics
19000140,"200 metres Individual Medley, Men",61,Swimming
62325,"Pole Vault, Men",20,Athletics
256278,"Canadian Singles, Slalom, Men",25,Canoe Slalom
116353,"Sabre, Team, Men",25,Fencing
70717,"Rings, Men",24,Artistic Gymnastics
308096,"Keirin, Men",54,Cycling Track
19017080,"Foil, Team, Women",61,Fencing
316117,"Half-Lightweight (≤66 kilograms), Men",54,Judo
65722,"400 metres, Women",25,Athletics
256424,"Kayak Fours, 500 metres, Women",26,Canoe Sprint
354299,"Featherweight (≤62 kilograms), Men",59,Weightlifting
154983,"Keirin, Men",25,Cycling Track
28227,"Flyweight (≤58 kilograms), Men",26,Taekwondo
255675,"Kayak Singles, 500 metres, Men",21,Canoe Sprint
34877,"Handball, Men",24,Handball
19008559,"Coxless Pairs, Women",61,Rowing
260000,"Handball, Men",53,Handball
319129,"Single Sculls, Women",54,Rowing
34139,"Football, Women",24,Football
18000217,"Kumite, ≤55 kg, Women",61,Karate
116558,"Épée, Individual, Women",25,Fencing
19000326,"4 x 100 metres Medley Relay, Women",61,Swimming
259712,"Sabre, Individual, Women",53,Fencing
301022,"Team, Women",54,Archery
356411,"Lightweight (≤60 kilograms), Men",59,Boxing
263689,"Welterweight, Greco-Roman (≤66 kilograms), Men",53,Wrestling
308002,"Individual Time Trial, Women",54,Cycling Road
19000431,"5,000 metres, Men",61,Athletics
19005073,"Keirin, Women",61,Cycling Track
356522,"Middleweight (≤75 kilograms), Men",59,Boxing
16342,"Half-Heavyweight (≤95 kilograms), Men",21,Judo
355048,"Half-Middleweight (≤63 kilograms), Women",59,Judo
30377,"Featherweight (≤53 kilograms), Women",26,Weightlifting
62781,"4 x 400 metres Relay, Men",21,Athletics
70477,"Floor Exercise, Men",20,Artistic Gymnastics
353649,"Horizontal Bar, Men",59,Artistic Gymnastics
8094,"400 metres Individual Medley, Men",24,Swimming
900491,"Individual, Men",22,Bowling
255639,"Canadian Singles, 500 metres, Men",20,Canoe Sprint
8023,"100 metres Backstroke, Men",24,Swimming
132126,"Lightweight, Freestyle (≤68 kilograms), Men",24,Wrestling
395769,"Skeet, Women",59,Shooting
18631,"Middleweight (≤90 kilograms), Men",25,Judo
19016169,"Canadian Singles, 1,000 metres, Men",61,Canoe Sprint
316510,"Middleweight (≤90 kilograms), Men",54,Judo
332046,"Lightweight, Greco-Roman (≤60 kilograms), Men",54,Wrestling
43504,"Duet, Women",21,Artistic Swimming
66096,"110 metres Hurdles, Men",26,Athletics
303000,"Basketball, Men",54,Basketball
48305,"Doubles, Women",25,Table Tennis
19762,"Half-Heavyweight (≤78 kilograms), Women",26,Judo
63779,"400 metres Hurdles, Women",22,Athletics
258065,"Singles, Women",53,Badminton
19004030,"Singles, Women",61,Table Tennis
131322,"Super-Heavyweight, Freestyle (≤130 kilograms), Men",23,Wrestling
263316,"Light-Heavyweight, Freestyle (≤84 kilograms), Men",53,Wrestling
307143,"Kayak Doubles, 500 metres, Women",54,Canoe Sprint
133724,"Lightweight, Freestyle (≤60 kilograms), Men",26,Wrestling
308072,"Team Pursuit, 3,000 metres, Women",54,Cycling Track
131271,"Heavyweight, Freestyle (≤100 kilograms), Men",23,Wrestling
30359,"Super-Heavyweight (>105 kilograms), Men",26,Weightlifting
261191,"Two Person Dinghy (470), Men",53,Sailing
307087,"Kayak Fours, 1,000 metres, Men",54,Canoe Sprint
19004979,"Team Sprint, Men",61,Cycling Track
65761,"5,000 metres, Women",25,Athletics
332368,"Lightweight, Freestyle (≤60 kilograms), Men",54,Wrestling
19000285,"100 metres Butterfly, Women",61,Swimming
304000,"Singles, Men",54,Badminton
357339,"4 x 100 metres Medley Relay, Women",59,Swimming
25579,"Light-Flyweight (≤48 kilograms), Men",22,Boxing
302406,"Javelin Throw, Men",54,Athletics
19000205,"400 metres Freestyle, Women",61,Swimming
304234,"Doubles, Mixed",54,Badminton
19009100,"Individual All-Around, Men",61,Artistic Gymnastics
6975,"200 metres Freestyle, Men",21,Swimming
65810,"4 x 400 metres Relay, Women",25,Athletics
18001298,"Lightweight (≤57 kilograms), Women",61,Judo
64790,"4 x 400 metres Relay, Men",24,Athletics
319053,"Eights, Women",54,Rowing
27085,"Featherweight (≤57 kilograms), Men",25,Boxing
63118,"4 x 100 metres Relay, Women",21,Athletics
158870,"Double Sculls, Women",20,Rowing
26644,"Featherweight (≤57 kilograms), Men",24,Boxing
354078,"Double Sculls, Women",59,Rowing
129626,"Flyweight, Freestyle (≤52 kilograms), Men",22,Wrestling
64755,"400 metres Hurdles, Men",24,Athletics
316636,"Half-Heavyweight (≤100 kilograms), Men",54,Judo
263873,"Super-Heavyweight, Greco-Roman (≤120 kilograms), Men",53,Wrestling
319156,"Lightweight Double Sculls, Women",54,Rowing
257264,"50 kilometres Race Walk, Men",53,Athletics
19000106,"200 metres Breaststroke, Men",61,Swimming
19004989,"Madison, Women",61,Cycling Track
64710,"1,500 metres, Men",24,Athletics
18000737,"Trap, Men",61,Shooting
90016770,"Doubles, Mixed",22,Badminton
64069,"400 metres Hurdles, Men",23,Athletics
307037,"Kayak Singles, 1,000 metres, Men",54,Canoe Sprint
25620,"Flyweight (≤51 kilograms), Men",22,Boxing
7327,"200 metres Backstroke, Men",22,Swimming
302021,"Discus Throw, Women",54,Athletics
395746,"Sporting Pistol, 25 metres, Women",59,Shooting
131962,"Flyweight, Freestyle (≤52 kilograms), Men",24,Wrestling
261007,"Coxless Pairs, Men",53,Rowing
64137,"Pole Vault, Men",23,Athletics
63173,"Shot Put, Women",21,Athletics
132942,"Super-Heavyweight, Greco-Roman (≤130 kilograms), Men",24,Wrestling
6773,"1,500 metres Freestyle, Men",20,Swimming
8956,"100 metres Freestyle, Women",26,Swimming
45106,"Doubles, Men",22,Tennis
63066,"400 metres, Women",21,Athletics
330000,"Water Polo, Men",54,Water Polo
62494,"400 metres, Women",20,Athletics
356060,"Windsurfer (Neil Pryde RS:X), Men",59,Sailing
353655,"Pommelled Horse, Men",59,Artistic Gymnastics
70511,"Balance Beam, Women",20,Artistic Gymnastics
8160,"50 metres Freestyle, Women",24,Swimming
54219,"Platform, Men",20,Diving
353680,"Floor Exercise, Women",59,Artistic Gymnastics
19016207,"Kayak Singles, 200 metres, Women",61,Canoe Sprint
255594,"Kayak Singles, 1,000 metres, Men",20,Canoe Sprint
30095,"Lightweight (≤70 kilograms), Men",24,Weightlifting
154420,"Individual Pursuit, 4,000 metres, Men",20,Cycling Track
256166,"Canadian Doubles, Slalom, Men",24,Canoe Slalom
66049,"400 metres, Men",26,Athletics
63413,"50 kilometres Race Walk, Men",22,Athletics
356924,"Team Sprint, Women",59,Cycling Track
7457,"50 metres Freestyle, Women",22,Swimming
305333,"Heavyweight (≤91 kilograms), Men",54,Boxing
258948,"Madison, Men",53,Cycling Track
30086,"Featherweight (≤64 kilograms), Men",24,Weightlifting
25779,"Lightweight (≤60 kilograms), Men",22,Boxing
7141,"200 metres Freestyle, Women",21,Swimming
28285,"Welterweight (≤80 kilograms), Men",26,Taekwondo
261416,"Air Rifle, 10 metres, Women",53,Shooting
19000360,"100 metres, Men",61,Athletics
115354,"Foil, Individual, Women",24,Fencing
63462,"Pole Vault, Men",22,Athletics
19004482,"Heavyweight (>67 kilograms), Women",61,Taekwondo
302377,"Marathon, Men",54,Athletics
260944,"Group, Women",53,Rhythmic Gymnastics
331126,"Super-Heavyweight (>105 kilograms), Men",54,Weightlifting
46056,"Doubles, Women",26,Tennis
30123,"Middle-Heavyweight (≤91 kilograms), Men",24,Weightlifting
255783,"Kayak Singles, 500 metres, Men",22,Canoe Sprint
255897,"Kayak Singles, 500 metres, Women",22,Canoe Sprint
356127,"Skiff (49er), Men",59,Sailing
70657,"Horizontal Bar, Men",23,Artistic Gymnastics
6915,"100 metres Butterfly, Women",20,Swimming
37760,"Volleyball, Men",26,Volleyball
54258,"Springboard, Women",23,Diving
42394,"Doubles, Women",24,Badminton
263735,"Middleweight, Greco-Roman (≤74 kilograms), Men",53,Wrestling
10320,"Two Person Dinghy (470), Men",23,Sailing
19016226,"Kayak Singles, 500 metres, Women",61,Canoe Sprint
159339,"Eights, Women",23,Rowing
27301,"Light-Heavyweight (≤81 kilograms), Men",25,Boxing
133080,"Lightweight, Freestyle (≤63 kilograms), Men",25,Wrestling
51813,"Sporting Pistol, 25 metres, Women",22,Shooting
261402,"Double Trap, Men",53,Shooting
259985,"Team All-Around, Women",53,Artistic Gymnastics
62268,"400 metres Hurdles, Men",20,Athletics
356106,"Two Person Dinghy (470), Men",59,Sailing
25725,"Featherweight (≤57 kilograms), Men",22,Boxing
30341,"Middle-Heavyweight (≤94 kilograms), Men",26,Weightlifting
19000739,"10,000 metres, Women",61,Athletics
302072,"Hammer Throw, Men",54,Athletics
356710,"Middleweight (69-75 kilograms), Women",59,Boxing
19002234,"Platform, Men",61,Diving
154750,"Points Race, Men",23,Cycling Track
19000337,"10 kilometres Open Water, Women",61,Marathon Swimming
257046,"Individual, Women",53,Archery
158858,"Single Sculls, Women",20,Rowing
25352,"Light-Welterweight (≤63.5 kilograms), Men",21,Boxing
64917,"Hammer Throw, Men",24,Athletics
50279,"Individual, Women",25,Modern Pentathlon
19009115,"Team All-Around, Men",61,Artistic Gymnastics
256388,"Kayak Singles, Slalom, Men",26,Canoe Slalom
159563,"Double Sculls, Men",25,Rowing
353606,"Individual All-Around, Men",59,Artistic Gymnastics
42214,"Singles, Men",24,Badminton
70911,"Balance Beam, Women",26,Artistic Gymnastics
262918,"Water Polo, Men",53,Water Polo
17307,"Extra-Lightweight (≤48 kilograms), Women",23,Judo
7835,"200 metres Freestyle, Women",23,Swimming
47562,"Singles, Men",24,Table Tennis
129398,"Welterweight, Greco-Roman (≤74 kilograms), Men",21,Wrestling
359021,"400 metres, Women",59,Athletics
30278,"Heavyweight (≤75 kilograms), Women",25,Weightlifting
319171,"Lightweight Double Sculls, Men",54,Rowing
42726,"Singles, Men",26,Badminton
19016614,"Épée, Individual, Men",61,Fencing
19009735,"Middleweight, Freestyle (≤62 kilograms), Women",61,Wrestling
18000320,"Combined, Men",61,Sport Climbing
16571,"Lightweight (≤71 kilograms), Men",22,Judo
63738,"800 metres, Women",22,Athletics
255701,"Kayak Doubles, 500 metres, Men",21,Canoe Sprint
901204,"1,500 metres Wheelchair, Men",25,Athletics
63309,"400 metres, Men",22,Athletics
63539,"Discus Throw, Men",22,Athletics
8722,"4 x 100 metres Medley Relay, Women",25,Swimming
7308,"1,500 metres Freestyle, Men",22,Swimming
7074,"400 metres Individual Medley, Men",21,Swimming
19534,"Extra-Lightweight (≤48 kilograms), Women",26,Judo
154793,"Road Race, Individual, Women",23,Cycling Road
18000708,"Relay, Mixed",61,Triathlon
42579,"Singles, Women",25,Badminton
62913,"Hammer Throw, Men",21,Athletics
322037,"100 metres Butterfly, Women",54,Swimming
901259,"Nanquan & Nangun, Men",53,Wushu
63392,"400 metres Hurdles, Men",22,Athletics
33934,"Football, Men",20,Football
260306,"Lightweight (≤73 kilograms), Men",53,Judo
115844,"Foil, Individual, Men",25,Fencing
357141,"4 x 200 metres Freestyle Relay, Men",59,Swimming
25972,"Middleweight (≤75 kilograms), Men",22,Boxing
9109,"4 x 100 metres Medley Relay, Women",26,Swimming
257423,"Decathlon, Men",53,Athletics
51841,"Small-Bore Rifle, Three Positions, 50 metres, Men",23,Shooting
159109,"Single Sculls, Women",22,Rowing
302480,"Hammer Throw, Women",54,Athletics
31194,"Beach Volleyball, Men",26,Beach Volleyball
10991,"Two Person Keelboat (Star), Men",26,Sailing
128336,"Light-Heavyweight, Freestyle (≤90 kilograms), Men",20,Wrestling
8274,"400 metres Individual Medley, Women",24,Swimming
64455,"400 metres Hurdles, Women",23,Athletics
30188,"Middleweight (≤77 kilograms), Men",25,Weightlifting
6962,"100 metres Freestyle, Men",21,Swimming
18000384,"Park, Men",61,Skateboarding
355542,"Welterweight, Greco-Roman (≤66 kilograms), Men",59,Wrestling
7628,"100 metres Freestyle, Men",23,Swimming
302463,"Javelin Throw, Women",54,Athletics
29702,"Flyweight (≤52 kilograms), Men",20,Weightlifting
38623,"Water Polo, Men",20,Water Polo
33067,"Basketball, Women",26,Basketball
316468,"Middleweight (≤70 kilograms), Women",54,Judo
62845,"Long Jump, Men",21,Athletics
7969,"50 metres Freestyle, Men",24,Swimming
325000,"Flyweight (≤58 kilograms), Men",54,Taekwondo
7173,"200 metres Backstroke, Women",21,Swimming
17451,"Half-Middleweight (≤61 kilograms), Women",23,Judo
62648,"200 metres, Men",21,Athletics
47784,"Singles, Women",24,Table Tennis
106892,"Épée, Team, Men",21,Fencing
308065,"Omnium, Men",54,Cycling Track
19000880,"Javelin Throw, Women",61,Athletics
19004780,"Doubles, Women",61,Tennis
305393,"Lightweight (57-60 kilograms), Women",54,Boxing
19000274,"200 metres Breaststroke, Women",61,Swimming
54240,"Springboard, Men",22,Diving
154878,"Road Race, Individual, Men",24,Cycling Road
159067,"Coxed Pairs, Men",22,Rowing
